Index,Taille,Poids
1,167.0896074,51.2437641723356
2,181.6486334,61.8990022675737
3,176.2727996,69.39995464852608
4,173.270164,64.55120181405896
5,172.18103739999998,65.44086167800454
6,174.4925136,55.91945578231292
7,177.29718160000002,64.16993197278912
8,177.83738879999999,61.88766439909297
9,172.47273099999998,50.962494331065756
10,169.6271944,54.72435374149659
11,168.8787326,57.80117913832199
12,171.7632582,51.76553287981859
13,173.4882992,56.96630385487528
14,170.47606240000002,55.538231292517004
15,173.4303618,52.64698412698413
16,180.572664,63.49092970521542
17,168.81094,58.73120181405895
18,174.3691458,64.84049886621315
19,180.9250382,62.54081632653061
20,170.5131972,56.256190476190476
21,172.29782659999998,64.0728798185941
22,174.9521774,65.09714285714286
23,161.242121,44.39995918367347
24,173.79154979999998,58.73138321995465
25,171.7752216,64.33111111111111
26,170.7099456,58.831927437641724
27,179.939569,64.59115646258503
28,171.43562359999999,59.65995464852607
29,168.99638539999998,49.13034013605442
30,166.2200892,51.65179138321995
31,176.58918200000002,46.848798185941035
32,167.165528,54.76353741496599
33,172.253402,57.04698412698413
34,179.311427,61.778911564625844
35,182.3842936,63.53809523809523
36,175.7835702,58.38943310657597
37,169.6813472,64.30811791383219
38,171.8536822,54.980453514739224
39,172.2298054,59.568163265306126
40,162.675189,48.39523809523809
41,174.1795602,56.3990022675737
42,165.56626780000002,56.62544217687075
43,176.9316756,63.342902494331064
44,172.6369674,62.29913832199546
45,167.5914352,48.27659863945578
46,174.4281246,58.39632653061225
47,169.8774352,66.06970521541949
48,171.95464719999998,52.979138321995464
49,177.3457718,65.1344671201814
50,175.48395180000003,61.19387755102041
51,177.58356659999998,66.67659863945578
52,171.02282279999997,57.29183673469388
53,178.4842506,56.908798185941045
54,175.52273760000003,52.47546485260771
55,166.0742424,56.004172335600906
56,178.2685538,67.07147392290248
57,178.8316718,70.70235827664399
58,169.0211504,58.08353741496598
59,168.56501720000003,54.13609977324263
60,171.54398,60.68698412698412
61,168.9206172,58.382086167800445
62,175.2589332,62.378820861678
63,173.491017,58.84825396825397
64,170.21187700000002,58.423582766439914
65,179.8470368,61.36802721088435
66,173.2775554,49.71034013605442
67,175.4102156,64.61151927437642
68,172.0368162,60.20362811791383
69,170.7278272,46.95124716553288
70,171.1137802,56.56684807256236
71,165.7866382,58.64566893424037
72,179.94066120000002,60.77891156462585
73,177.6080268,63.67206349206349
74,163.28410319999998,46.6372335600907
75,173.342808,58.28634920634921
76,168.5469832,54.55741496598639
77,173.641385,62.85877551020408
78,166.311326,60.298140589569165
79,177.0874538,52.43687074829932
80,172.0228716,55.56643990929705
81,174.3441014,61.05460317460318
82,169.631487,55.28281179138322
83,177.93073379999998,70.46562358276644
84,168.3473392,58.477006802721085
85,175.77302920000002,58.54934240362812
86,175.6024174,63.25319727891156
87,171.10547440000002,63.89573696145124
88,178.0361438,59.678730158730154
89,178.248564,54.93115646258503
90,173.2929224,59.64294784580498
91,173.0484728,61.926485260770974
92,178.4161024,64.16761904761904
93,181.57830080000002,63.76888888888889
94,175.7801158,50.857732426303855
95,177.96017239999998,60.52471655328798
96,179.21485619999999,59.773287981859404
97,168.3675576,54.43469387755101
98,161.1014558,55.82639455782313
99,169.5884594,58.11482993197279
100,174.9740214,52.370022675736955
101,164.78082360000002,46.30054421768707
102,170.4155088,59.11700680272109
103,173.60292940000002,60.854512471655326
104,166.6512542,44.735297052154195
105,172.0989954,51.95460317460317
106,172.773848,56.00530612244898
107,171.8613022,55.80408163265306
108,168.439084,57.35927437641723
109,176.37013240000002,58.239002267573696
110,162.1440496,57.68439909297052
111,172.0158358,55.354285714285716
112,177.92948919999998,57.871383219954645
113,178.2724908,59.70172335600907
114,167.5025352,50.74625850340136
115,177.81778000000003,55.346485260770976
116,174.27267659999998,58.30145124716553
117,174.7727518,60.17197278911565
118,177.19578479999998,61.70666666666666
119,166.25669059999998,52.580634920634914
120,174.8163636,62.08802721088435
121,167.13276199999999,54.3675283446712
122,170.72543960000002,49.435600907029475
123,176.3273334,58.17256235827664
124,175.1176584,61.35659863945578
125,172.57141000000001,48.460680272108846
126,166.68765240000002,55.91560090702947
127,168.9000178,49.66634920634921
128,172.5373486,54.10825396825397
129,174.991141,63.60099773242629
130,178.41214,60.763764172335605
131,173.39622419999998,60.12730158730159
132,180.9282894,59.27383219954648
133,175.50757380000002,52.409841269841266
134,163.5682022,56.14244897959183
135,180.583459,58.11460317460317
136,173.27544720000003,61.66195011337868
137,167.4297134,52.89219954648526
138,171.289726,57.51659863945578
139,187.70871780000002,68.65818594104309
140,177.7529846,59.13931972789115
141,176.5772948,61.77179138321995
142,165.5682998,51.428072562358274
143,172.7420726,56.8384126984127
144,173.579536,57.86149659863945
145,165.56779179999998,48.59700680272109
